🇨🇳󠁧󠁢󠁥󠁮潇洒央视,#genre#
CCTV4-中文国际,http://117.148.179.157/PLTV/88888888/224/3221231726/index.m3u8?zzhongd
CCTV4-中文国际欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226318/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221232852/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.179.162/TVOD/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221231615/index.m3u8?zzhongd
CCTV4-中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221232852/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://112.17.40.220/PLTV/88888888/224/3221231654/index.m3u8?icpid=88888888&from=1&hms_devid=264
CCTV4-中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221231654/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221232866/index.m3u8?zzhongd
CCTV4-中文国际美洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226395/index.m3u8
CCTV5-体育,http://117.148.129.9/PLTV/88888888/224/3221231510/index.m3u8
CCTV5-体育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225780/1.m3u8
CCTV5-体育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226396/1.m3u8
CCTV5-体育,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV5-体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5-体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5-体育,http://111.20.33.93/PLTV/88888893/224/3221226396/index.m3u8
CCTV5-体育,http://140.207.241.3:8080/live/program/live/cctv5/1300000/d1.m3u8
CCTV5-体育,http://123.6.9.146/live/jz-CCTV5-/live.m3u8
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://117.148.179.163/PLTV/88888888/224/3221231702/index.m3u8
CCTV5-体育,http://111.63.117.13:6060/030000001000/CCTV5-/CCTV5-.m3u8
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://39.135.32.236:6610/PLTV/77777777/224/3221225801/index.m3u8?$广西移动
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8$江西宜春8M
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://123.6.9.146:80/live/jz-CCTV5-/live.m3u8
CCTV5-体育,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221233031/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221232918/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221231510/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221231702/index.m3u8
CCTV5-体育,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://39.134.65.208/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225753/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225755/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225752/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225754/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV5-体育,http://183.207.255.197/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5-体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/TVOD/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5-体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8CCTV5-体育
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225752/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225753/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225754/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888888/224/3221225755/index.m3u8
CCTV5-体育,http://111.40.196.9/PLTV/88888888/224/3221225559/index.m3u8
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-体育赛事,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+-体育赛事,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV5+-体育赛事,http://111.63.117.13:6060/030000001000/G_CCTV5-PLUS/G_CCTV5-PLUS.m3u8
CCTV5+-体育赛事,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+-体育赛事,http://39.135.32.236:6610/PLTV/77777777/224/3221225621/index.m3u8?$广西移动
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8$江西宜春8M
CCTV5+-体育赛事,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
CCTV5+-体育赛事,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
CCTV5+-体育赛事,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://migu.jilu8.cn/3221232443/index.m3u8
CCTV5+-体育赛事,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+-体育赛事,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+-体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+-体育赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+-体育赛事,http://117.148.179.157/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-体育赛事,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV6-电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225779/1.m3u8
CCTV6-电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226394/1.m3u8
CCTV6-电影,http://140.207.241.3:8080/live/program/live/cctv6/1300000/d1.m3u8
CCTV6-电影,http://123.6.9.146/live/jz-CCTV6-/live.m3u8
CCTV6-电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001588/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6-电影,http://111.20.33.93/PLTV/88888893/224/3221226394/index.m3u8
CCTV6-电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6-电影,http://111.63.117.13:6060/030000001000/CCTV6-/CCTV6-.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.32.236:6610/PLTV/77777777/224/3221225683/index.m3u8?$广西移动
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8$江西宜春8M
CCTV6-电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6-电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
CCTV6-电影,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6-电影,http://182.254.52.15/keonline.shanghai.liveplay.qq.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$7M1080P
CCTV6-电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?$移动蓝光1080P
CCTV6-电影,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8
CCTV6-电影,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8?zzhongd
CCTV7-国防军事,http://111.11.123.49:6610/000000001000/7319070262144570132/1.m3u8?Contentid=7319070262144570132&livemode=1&stbId=3&channel-id=bestzb
CCTV7-国防军事,http://111.11.123.49:6610/000000001000/7787764357983924496/1.m3u8?Contentid=7787764357983924496&livemode=1&stbId=3&channel-id=hnbblive
CCTV7-国防军事,http://39.134.193.100:6610/030000001001/CCTV7-/1.m3u8?i
CCTV7-国防军事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225778/1.m3u8
CCTV7-国防军事,http://140.207.241.3:8080/live/program/live/cctv7/1300000/d1.m3u8
CCTV7-国防军事,http://123.6.9.146/live/jz-CCTV7-/live.m3u8
